Call_ID,new_id,Customer_Id,Agent,Date_Of_Call,Time_Of_Call,Resolved,Answered,Topic,Speed_of_answer_in_seconds,Duration,Satisfaction_rating,end_call
2900,752125,7521-YXVZY,Becky,2/20/2021,12:02:53 PM,1,1,Payment related,20,6:22,3,12:09:15 PM
2901,237314,2373-NTKOD,Dan,2/20/2021,12:10:05 PM,0,1,Contract related,115,5:35,4,12:15:40 PM
2902,197011,1970-KKFWL,Joe,2/20/2021,12:10:05 PM,0,0,Contract related,,,,12:10:05 PM
2903,933719,9337-SRRNI,Dan,2/20/2021,12:25:55 PM,1,1,Technical Support,95,4:58,3,12:30:53 PM
2904,89521,0895-UADGO,Becky,2/20/2021,12:25:55 PM,1,1,Payment related,114,3:07,4,12:29:02 PM
2905,567822,5678-VFNEQ,Martha,2/20/2021,12:46:05 PM,1,1,Contract related,71,2:01,4,12:48:06 PM
2906,59773,5977-CKHON,Stewart,2/20/2021,12:46:05 PM,1,1,Payment related,44,6:02,1,12:52:07 PM
2907,26922,2692-BUCFV,Greg,2/20/2021,12:51:50 PM,0,0,Technical Support,,,,12:51:50 PM
2908,18307,1830-GGFNM,Becky,2/20/2021,12:51:50 PM,0,0,Technical Support,,,,12:51:50 PM
2909,53022,5302-BDJNT,Stewart,2/20/2021,1:35:02 PM,1,1,Payment related,24,1:54,3,1:36:56 PM
2910,522321,5223-UZAVK,Greg,2/20/2021,1:35:02 PM,0,0,Streaming,,,,1:35:02 PM
2911,485926,4859-ZSRDZ,Dan,2/20/2021,1:56:38 PM,1,1,Contract related,70,2:59,3,1:59:37 PM
2912,565123,5651-WYIPH,Jim,2/20/2021,1:56:38 PM,0,0,Streaming,,,,1:56:38 PM
2913,935022,9350-VLHMB,Dan,2/20/2021,2:13:55 PM,1,1,Admin Support,33,0:40,1,2:14:35 PM
2914,349812,3498-LZGQZ,Diane,2/20/2021,2:13:55 PM,0,0,Contract related,,,,2:13:55 PM
2915,87853,8785-CJSHH,Greg,2/20/2021,2:28:19 PM,0,1,Admin Support,15,5:32,1,2:33:51 PM
2916,387019,3870-SPZSI,Joe,2/20/2021,2:28:19 PM,1,1,Streaming,103,4:56,4,2:33:15 PM
2917,756017,7560-QRBXH,Martha,2/20/2021,3:07:12 PM,1,1,Contract related,61,5:50,5,3:13:02 PM
2918,707724,7077-XJMET,Greg,2/20/2021,3:07:12 PM,0,0,Admin Support,,,,3:07:12 PM
2919,87527,8752-GHJFU,Greg,2/20/2021,3:11:31 PM,1,1,Contract related,32,1:25,4,3:12:56 PM
2920,689619,6896-SRVYQ,Dan,2/20/2021,3:11:31 PM,1,1,Admin Support,33,1:42,4,3:13:13 PM
2921,465215,4652-ODEVH,Becky,2/20/2021,3:12:58 PM,1,1,Payment related,30,5:50,3,3:18:48 PM
2922,651021,6510-UPNKS,Stewart,2/20/2021,3:12:58 PM,1,1,Streaming,36,5:26,4,3:18:24 PM
2923,67182,6718-BDGHG,Dan,2/20/2021,3:21:36 PM,1,1,Technical Support,16,4:20,4,3:25:56 PM
2924,90464,9046-DQMTP,Stewart,2/20/2021,3:21:36 PM,1,1,Technical Support,60,4:27,3,3:26:03 PM
2925,643912,6439-LAJXL,Stewart,2/20/2021,3:53:17 PM,0,0,Technical Support,,,,3:53:17 PM
2926,905222,9052-VKDUW,Stewart,2/20/2021,3:53:17 PM,1,1,Contract related,42,4:56,4,3:58:13 PM
2927,166610,1666-JZPZT,Dan,2/20/2021,4:00:29 PM,1,1,Contract related,58,5:41,1,4:06:10 PM
2928,577711,5777-KJIRB,Greg,2/20/2021,4:00:29 PM,0,1,Payment related,44,2:18,1,4:02:47 PM
2929,767719,7677-SJJJK,Martha,2/20/2021,4:10:34 PM,0,1,Streaming,72,2:33,1,4:13:07 PM
2930,24805,2480-EJWYP,Stewart,2/20/2021,4:10:34 PM,1,1,Streaming,13,3:57,4,4:14:31 PM
2931,32538,3253-HKOKL,Jim,2/20/2021,4:14:53 PM,1,1,Streaming,113,3:31,4,4:18:24 PM
2932,70558,7055-HNEOJ,Joe,2/20/2021,4:14:53 PM,0,0,Streaming,,,,4:14:53 PM
2933,551425,5514-YQENT,Greg,2/20/2021,4:16:19 PM,1,1,Contract related,51,6:30,4,4:22:49 PM
2934,32111,3211-AAPKX,Greg,2/20/2021,4:16:19 PM,0,1,Contract related,85,5:14,1,4:21:33 PM
2935,84454,8445-DNBAE,Stewart,2/20/2021,4:32:10 PM,0,1,Payment related,27,6:24,4,4:38:34 PM
2936,295814,2958-NHPPS,Dan,2/20/2021,4:32:10 PM,1,1,Contract related,75,3:25,3,4:35:35 PM
2937,680625,6806-YDEUL,Jim,2/20/2021,4:52:19 PM,1,1,Contract related,63,5:33,2,4:57:52 PM
2938,173524,1735-XMJVH,Dan,2/20/2021,4:52:19 PM,0,0,Admin Support,,,,4:52:19 PM
2939,689016,6890-PFRQX,Diane,2/20/2021,5:25:26 PM,1,1,Payment related,22,0:51,3,5:26:17 PM
2940,2223,0222-CNVPT,Becky,2/20/2021,5:25:26 PM,0,0,Contract related,,,,5:25:26 PM
2941,589915,5899-OUVKV,Stewart,2/20/2021,5:57:07 PM,0,1,Admin Support,106,3:45,3,6:00:52 PM
2942,86819,8681-ICONS,Greg,2/20/2021,5:57:07 PM,1,1,Streaming,86,2:40,4,5:59:47 PM
2943,162125,1621-YNCJH,Stewart,2/21/2021,9:57:36 AM,1,1,Contract related,55,6:04,3,10:03:40 AM
2944,636217,6362-QHAFM,Martha,2/21/2021,9:57:36 AM,1,1,Admin Support,74,6:46,2,10:04:22 AM
2945,30702,3070-BDOQC,Stewart,2/21/2021,10:12:00 AM,1,1,Admin Support,53,6:20,5,10:18:20 AM
2946,623416,6234-PFPXL,Joe,2/21/2021,10:12:00 AM,1,1,Technical Support,115,2:05,3,10:14:05 AM
2947,982417,9824-QCJPK,Jim,2/21/2021,10:22:05 AM,1,1,Admin Support,29,1:30,4,10:23:35 AM
2948,42839,4283-IVYCI,Joe,2/21/2021,10:22:05 AM,1,1,Payment related,16,2:10,4,10:24:15 AM
2949,186615,1866-OBPNR,Martha,2/21/2021,11:06:43 AM,0,1,Technical Support,26,3:45,3,11:10:28 AM
2950,820513,8205-MQUGY,Becky,2/21/2021,11:06:43 AM,1,1,Technical Support,71,3:49,1,11:10:32 AM
2951,89701,8970-ANWXO,Joe,2/21/2021,11:08:10 AM,1,1,Streaming,109,4:31,4,11:12:41 AM
2952,94802,9480-BQJEI,Joe,2/21/2021,11:08:10 AM,1,1,Technical Support,102,3:50,5,11:12:00 AM
2953,697920,6979-TNDEU,Joe,2/21/2021,11:12:29 AM,1,1,Payment related,115,0:37,4,11:13:06 AM
2954,977723,9777-WJJPR,Diane,2/21/2021,11:12:29 AM,1,1,Technical Support,48,2:27,4,11:14:56 AM
2955,949519,9495-SKLKD,Dan,2/21/2021,11:35:31 AM,1,1,Streaming,41,4:27,5,11:39:58 AM
2956,604821,6048-UWKAL,Greg,2/21/2021,11:35:31 AM,1,1,Technical Support,97,3:10,4,11:38:41 AM
2957,50674,5067-DGXLL,Martha,2/21/2021,11:42:43 AM,0,1,Payment related,39,3:22,3,11:46:05 AM
2958,62816,6281-FKEWS,Becky,2/21/2021,11:42:43 AM,0,0,Admin Support,,,,11:42:43 AM
2959,889811,8898-KASCD,Jim,2/21/2021,11:54:14 AM,1,1,Payment related,73,1:13,3,11:55:27 AM
2960,924220,9242-TKFSV,Dan,2/21/2021,11:54:14 AM,1,1,Contract related,25,1:06,1,11:55:20 AM
2961,929019,9290-SHCMB,Becky,2/21/2021,12:21:36 PM,1,1,Streaming,84,3:49,3,12:25:25 PM
2962,7438,0743-HNPFG,Becky,2/21/2021,12:21:36 PM,1,1,Technical Support,99,2:35,5,12:24:11 PM
2963,22772,2277-BKJKN,Jim,2/21/2021,12:25:55 PM,1,1,Streaming,108,5:28,3,12:31:23 PM
2964,503516,5035-PGZXH,Greg,2/21/2021,12:25:55 PM,1,1,Payment related,80,2:17,4,12:28:12 PM
2965,869523,8695-WDYEA,Becky,2/21/2021,12:57:36 PM,1,1,Payment related,77,1:15,4,12:58:51 PM
2966,654310,6543-JXSOO,Stewart,2/21/2021,12:57:36 PM,1,1,Admin Support,14,1:31,5,12:59:07 PM
2967,801626,8016-ZMGMO,Stewart,2/21/2021,1:14:53 PM,0,1,Technical Support,69,5:10,5,1:20:03 PM
2968,86059,8605-ITULD,Jim,2/21/2021,1:14:53 PM,1,1,Contract related,91,0:53,3,1:15:46 PM
2969,641625,6416-YJTTB,Greg,2/21/2021,1:35:02 PM,0,0,Payment related,,,,1:35:02 PM
2970,447222,4472-VESGY,Becky,2/21/2021,1:35:02 PM,1,1,Payment related,125,3:09,1,1:38:11 PM
2971,319520,3195-TQDZX,Becky,2/21/2021,1:56:38 PM,1,1,Streaming,25,6:00,4,2:02:38 PM
2972,312825,3128-YOVTD,Dan,2/21/2021,1:56:38 PM,1,1,Payment related,60,4:45,4,2:01:23 PM
2973,17283,1728-CXQBE,Becky,2/21/2021,1:59:31 PM,0,1,Technical Support,97,4:40,3,2:04:11 PM
2974,704120,7041-TXQJH,Dan,2/21/2021,1:59:31 PM,1,1,Admin Support,41,4:56,1,2:04:27 PM
2975,50147,5014-GSOUQ,Stewart,2/21/2021,2:29:46 PM,0,0,Payment related,,,,2:29:46 PM
2976,57242,5724-BIDBU,Greg,2/21/2021,2:29:46 PM,1,1,Streaming,47,6:59,4,2:36:45 PM
2977,48119,0481-SUMCB,Becky,2/21/2021,2:47:02 PM,0,0,Contract related,,,,2:47:02 PM
2978,17697,1769-GRUIK,Jim,2/21/2021,2:47:02 PM,1,1,Streaming,82,6:34,5,2:53:36 PM
2979,881923,8819-WFGGJ,Greg,2/21/2021,2:58:34 PM,1,1,Admin Support,94,4:43,4,3:03:17 PM
2980,74271,7427-AUFPY,Becky,2/21/2021,2:58:34 PM,1,1,Contract related,43,4:43,4,3:03:17 PM
2981,281116,2811-POVEX,Stewart,2/21/2021,3:10:05 PM,1,1,Technical Support,27,4:07,1,3:14:12 PM
2982,789816,7898-PDWQE,Joe,2/21/2021,3:10:05 PM,0,1,Technical Support,15,2:51,3,3:12:56 PM
2983,99725,9972-EWRJS,Jim,2/21/2021,3:44:38 PM,1,1,Technical Support,21,1:22,4,3:46:00 PM
2984,93149,9314-IJWSQ,Dan,2/21/2021,3:44:38 PM,1,1,Technical Support,30,1:46,5,3:46:24 PM
2985,579910,5799-JRCZO,Diane,2/21/2021,3:46:05 PM,0,1,Admin Support,106,2:10,1,3:48:15 PM
2986,192111,1921-KYSAY,Jim,2/21/2021,3:46:05 PM,1,1,Admin Support,56,5:21,3,3:51:26 PM
2987,619818,6198-RTPMF,Dan,2/21/2021,4:23:31 PM,1,1,Payment related,100,6:33,5,4:30:04 PM
2988,292411,2924-KHUVI,Diane,2/21/2021,4:23:31 PM,1,1,Streaming,48,5:46,3,4:29:17 PM
2989,19257,1925-GMVBW,Jim,2/21/2021,4:59:31 PM,1,1,Streaming,74,3:37,5,5:03:08 PM
2990,61844,6184-DYUOB,Stewart,2/21/2021,4:59:31 PM,1,1,Admin Support,100,4:00,1,5:03:31 PM
2991,920726,9207-ZPANB,Diane,2/21/2021,5:19:41 PM,0,1,Payment related,90,2:43,3,5:22:24 PM
2992,932717,9327-QSDED,Becky,2/21/2021,5:19:41 PM,0,0,Technical Support,,,,5:19:41 PM
2993,16564,1656-DRSMG,Dan,2/21/2021,5:21:07 PM,1,1,Payment related,43,6:20,5,5:27:27 PM
2994,301222,3012-VFFMN,Joe,2/21/2021,5:21:07 PM,1,1,Payment related,68,5:13,4,5:26:20 PM
2995,29841,2984-AFWNC,Jim,2/21/2021,5:49:55 PM,0,0,Streaming,,,,5:49:55 PM
2996,64025,0640-YJTPY,Diane,2/21/2021,5:49:55 PM,1,1,Admin Support,65,5:18,1,5:55:13 PM
2997,809612,8096-LOIST,Greg,2/22/2021,9:04:19 AM,1,1,Admin Support,125,1:58,5,9:06:17 AM
2998,976418,9764-REAFF,Joe,2/22/2021,9:04:19 AM,1,1,Admin Support,62,5:13,4,9:09:32 AM
2999,710721,7107-UBYKY,Jim,2/22/2021,9:44:38 AM,1,1,Payment related,24,2:10,3,9:46:48 AM
3000,48817,4881-GQJTW,Becky,2/22/2021,9:44:38 AM,0,0,Streaming,,,,9:44:38 AM
3001,78764,7876-DNYAP,Jim,2/22/2021,11:12:29 AM,1,1,Streaming,41,2:17,4,11:14:46 AM
3002,790514,7905-NJMXS,Becky,2/22/2021,11:12:29 AM,1,1,Streaming,81,1:53,3,11:14:22 AM
3003,288223,2882-WDTBA,Diane,2/22/2021,11:13:55 AM,1,1,Technical Support,21,5:28,5,11:19:23 AM
3004,20917,2091-GPPIQ,Joe,2/22/2021,11:13:55 AM,0,0,Admin Support,,,,11:13:55 AM
3005,50716,5071-FBJFS,Jim,2/22/2021,11:29:46 AM,0,0,Streaming,,,,11:29:46 AM
3006,279621,2796-UUZZO,Jim,2/22/2021,11:29:46 AM,1,1,Contract related,42,4:28,4,11:34:14 AM
3007,24291,2429-AYKKO,Greg,2/22/2021,11:58:34 AM,1,1,Streaming,79,5:21,5,12:03:55 PM
3008,979815,9798-OPFEM,Greg,2/22/2021,11:58:34 AM,1,1,Technical Support,120,4:53,4,12:03:27 PM
3009,379414,3794-NFNCH,Dan,2/22/2021,12:04:19 PM,1,1,Admin Support,10,2:34,4,12:06:53 PM
3010,519317,5193-QLVZB,Jim,2/22/2021,12:04:19 PM,1,1,Streaming,21,5:05,1,12:09:24 PM
3011,71141,7114-AEOZE,Diane,2/22/2021,1:01:55 PM,0,1,Technical Support,16,3:35,5,1:05:30 PM
3012,552214,5522-NYKPB,Joe,2/22/2021,1:01:55 PM,1,1,Payment related,34,6:19,5,1:08:14 PM
3013,995725,9957-YODKZ,Diane,2/22/2021,1:19:12 PM,1,1,Contract related,116,6:53,1,1:26:05 PM
3014,651811,6518-KZXCB,Greg,2/22/2021,1:19:12 PM,1,1,Admin Support,28,6:25,2,1:25:37 PM
3015,22451,2245-ADZFJ,Martha,2/22/2021,1:30:43 PM,1,1,Technical Support,75,2:33,3,1:33:16 PM
3016,777617,7776-QGYJC,Martha,2/22/2021,1:30:43 PM,0,0,Payment related,,,,1:30:43 PM
3017,931317,9313-QOLTZ,Joe,2/22/2021,2:06:43 PM,0,1,Payment related,29,3:34,2,2:10:17 PM
3018,46726,4672-FOTSD,Jim,2/22/2021,2:06:43 PM,0,0,Technical Support,,,,2:06:43 PM
3019,981824,9818-XQCUV,Becky,2/22/2021,2:32:38 PM,0,0,Technical Support,,,,2:32:38 PM
3020,73385,7338-ERIVA,Dan,2/22/2021,2:32:38 PM,1,1,Technical Support,118,2:11,4,2:34:49 PM
3021,825914,8259-NFJTV,Dan,2/22/2021,2:32:38 PM,1,1,Admin Support,87,5:04,3,2:37:42 PM
3022,32234,3223-DWFIO,Diane,2/22/2021,2:32:38 PM,0,1,Streaming,100,6:45,3,2:39:23 PM
3023,69687,6968-GMKPR,Becky,2/22/2021,3:12:58 PM,1,1,Admin Support,114,5:05,2,3:18:03 PM
3024,47515,4751-ERMAN,Stewart,2/22/2021,3:12:58 PM,1,1,Technical Support,69,0:35,4,3:13:33 PM
3025,143626,1436-ZMJAN,Jim,2/22/2021,3:18:43 PM,1,1,Admin Support,112,1:59,3,3:20:42 PM
3026,329216,3292-PBZEJ,Dan,2/22/2021,3:18:43 PM,0,0,Technical Support,,,,3:18:43 PM
3027,7994,0799-DDIHE,Stewart,2/22/2021,3:37:26 PM,1,1,Streaming,48,1:54,3,3:39:20 PM
3028,30706,3070-FNFZQ,Becky,2/22/2021,3:37:26 PM,1,1,Payment related,92,1:26,2,3:38:52 PM
3029,281219,2812-SFXMJ,Jim,2/22/2021,3:37:26 PM,1,1,Streaming,102,6:34,4,3:44:00 PM
3030,501423,5014-WUQMG,Martha,2/22/2021,3:37:26 PM,1,1,Technical Support,16,6:31,3,3:43:57 PM
3031,531220,5312-TSZVC,Joe,2/22/2021,3:41:46 PM,1,1,Technical Support,58,2:53,5,3:44:39 PM
3032,99315,0993-OSGPT,Becky,2/22/2021,3:41:46 PM,1,1,Contract related,87,1:42,5,3:43:28 PM
3033,71084,7108-DGVUU,Joe,2/22/2021,3:48:58 PM,1,1,Contract related,88,1:17,4,3:50:15 PM
3034,278210,2782-JEEBU,Dan,2/22/2021,3:48:58 PM,1,1,Admin Support,59,3:42,3,3:52:40 PM
3035,51272,5127-BZENZ,Jim,2/22/2021,4:26:24 PM,1,1,Streaming,11,3:15,3,4:29:39 PM
3036,27206,2720-FVBQP,Joe,2/22/2021,4:26:24 PM,1,1,Technical Support,75,6:33,3,4:32:57 PM
3037,990614,9906-NHHVC,Greg,2/22/2021,4:39:22 PM,1,1,Admin Support,64,6:37,3,4:45:59 PM
3038,452224,4522-XRWWI,Becky,2/22/2021,4:39:22 PM,1,1,Streaming,95,5:16,1,4:44:38 PM
3039,37665,3766-EJLFL,Martha,2/22/2021,4:55:12 PM,1,1,Technical Support,94,5:02,4,5:00:14 PM
3040,593919,5939-SXWHM,Greg,2/22/2021,4:55:12 PM,0,0,Payment related,,,,4:55:12 PM
3041,815221,8152-UOBNY,Joe,2/22/2021,5:03:50 PM,0,0,Contract related,,,,5:03:50 PM
3042,735111,7351-KYHQH,Becky,2/22/2021,5:03:50 PM,0,0,Admin Support,,,,5:03:50 PM
3043,764318,7643-RCHXS,Dan,2/22/2021,5:09:36 PM,0,0,Contract related,,,,5:09:36 PM
3044,824619,8246-SHFGA,Diane,2/22/2021,5:09:36 PM,1,1,Contract related,41,2:08,3,5:11:44 PM
3045,62024,0620-XEFWH,Diane,2/22/2021,5:19:41 PM,1,1,Admin Support,38,3:48,3,5:23:29 PM
3046,648517,6485-QXWWE,Martha,2/22/2021,5:19:41 PM,1,1,Streaming,33,1:42,5,5:21:23 PM
3047,732122,7321-VGNKU,Dan,2/23/2021,9:02:53 AM,1,1,Technical Support,49,1:01,3,9:03:54 AM
3048,53273,5327-CNLUQ,Dan,2/23/2021,9:02:53 AM,1,1,Streaming,97,0:46,5,9:03:39 AM
3049,755211,7552-KEYGT,Becky,2/23/2021,9:23:02 AM,1,1,Payment related,23,2:53,3,9:25:55 AM
3050,581610,5816-JMLGY,Joe,2/23/2021,9:23:02 AM,1,1,Technical Support,60,6:16,3,9:29:18 AM
3051,292717,2927-QRRQV,Martha,2/23/2021,9:43:12 AM,1,1,Technical Support,48,6:24,2,9:49:36 AM
3052,626519,6265-SXWBU,Diane,2/23/2021,9:43:12 AM,1,1,Contract related,28,1:45,4,9:44:57 AM
3053,794118,7941-RCJOW,Martha,2/23/2021,10:24:58 AM,1,1,Technical Support,104,5:43,4,10:30:41 AM
3054,637414,6374-NTQLP,Greg,2/23/2021,10:24:58 AM,1,1,Contract related,115,1:23,4,10:26:21 AM
3055,238711,2387-KDZQY,Becky,2/23/2021,10:43:41 AM,0,1,Admin Support,89,1:52,3,10:45:33 AM
3056,358423,3584-WKTTW,Martha,2/23/2021,10:43:41 AM,0,0,Contract related,,,,10:43:41 AM
3057,33992,3399-BMLVW,Stewart,2/23/2021,10:49:26 AM,1,1,Technical Support,111,4:17,3,10:53:43 AM
3058,19714,1971-DTCZB,Jim,2/23/2021,10:49:26 AM,1,1,Payment related,17,6:18,5,10:55:44 AM
3059,337416,3374-PZLXD,Diane,2/23/2021,11:22:34 AM,1,1,Technical Support,112,1:03,3,11:23:37 AM
3060,38134,3813-DHBBB,Stewart,2/23/2021,11:22:34 AM,0,1,Streaming,100,4:25,5,11:26:59 AM
3061,281218,2812-REYAT,Becky,2/23/2021,12:01:26 PM,0,0,Payment related,,,,12:01:26 PM
3062,651816,6518-PPLMZ,Diane,2/23/2021,12:01:26 PM,1,1,Admin Support,40,4:13,3,12:05:39 PM
3063,493911,4939-KYYPY,Martha,2/23/2021,12:41:46 PM,0,0,Contract related,,,,12:41:46 PM
3064,59307,5930-GBIWP,Becky,2/23/2021,12:41:46 PM,1,1,Admin Support,29,1:10,3,12:42:56 PM
3065,602211,6022-KOUQO,Jim,2/23/2021,12:59:02 PM,0,1,Admin Support,39,6:33,4,1:05:35 PM
3066,236121,2361-UPSND,Diane,2/23/2021,12:59:02 PM,1,1,Payment related,41,1:18,3,1:00:20 PM
3067,603518,6035-RIIOM,Stewart,2/23/2021,1:26:24 PM,0,0,Streaming,,,,1:26:24 PM
3068,95044,9504-DSHWM,Martha,2/23/2021,1:26:24 PM,0,0,Technical Support,,,,1:26:24 PM
3069,50352,5035-BVCXS,Becky,2/23/2021,1:37:55 PM,1,1,Admin Support,56,0:37,5,1:38:32 PM
3070,62674,6267-DCFFZ,Diane,2/23/2021,1:37:55 PM,1,1,Streaming,76,2:16,1,1:40:11 PM
3071,353321,3533-UVMOM,Greg,2/23/2021,1:45:07 PM,0,1,Admin Support,36,1:06,3,1:46:13 PM
3072,243912,2439-LYPMQ,Jim,2/23/2021,1:45:07 PM,1,1,Streaming,111,1:42,3,1:46:49 PM
3073,147822,1478-VPOAD,Becky,2/23/2021,2:28:19 PM,1,1,Payment related,17,3:04,4,2:31:23 PM
3074,99958,9995-HOTOH,Diane,2/23/2021,2:28:19 PM,1,1,Payment related,121,3:23,5,2:31:42 PM
3075,298816,2988-PLAHS,Stewart,2/23/2021,2:34:05 PM,1,1,Payment related,69,6:05,4,2:40:10 PM
3076,137115,1371-OJCEK,Jim,2/23/2021,2:34:05 PM,1,1,Contract related,111,3:27,3,2:37:32 PM
3077,49999,4999-IEZLT,Martha,2/23/2021,2:38:24 PM,0,0,Technical Support,,,,2:38:24 PM
3078,88831,8883-ANODQ,Jim,2/23/2021,2:38:24 PM,1,1,Technical Support,86,4:38,3,2:43:02 PM
3079,235118,2351-RRBUE,Dan,2/23/2021,2:48:29 PM,1,1,Payment related,77,6:53,4,2:55:22 PM
3080,59802,5980-BDHPY,Jim,2/23/2021,2:48:29 PM,1,1,Contract related,70,4:48,3,2:53:17 PM
3081,14984,1498-DQNRX,Greg,2/23/2021,2:54:14 PM,1,1,Streaming,82,1:26,3,2:55:40 PM
3082,946923,9469-WEJBT,Joe,2/23/2021,2:54:14 PM,0,0,Payment related,,,,2:54:14 PM
3083,258122,2581-VKIRT,Becky,2/23/2021,3:21:36 PM,1,1,Contract related,69,2:17,1,3:23:53 PM
3084,742623,7426-WEIJX,Jim,2/23/2021,3:21:36 PM,0,0,Technical Support,,,,3:21:36 PM
3085,285113,2851-MMUTZ,Joe,2/23/2021,3:30:14 PM,1,1,Contract related,56,1:22,1,3:31:36 PM
3086,330720,3307-TLCUD,Greg,2/23/2021,3:30:14 PM,1,1,Contract related,95,6:09,1,3:36:23 PM
3087,66256,6625-FLENO,Jim,2/23/2021,3:34:34 PM,0,0,Admin Support,,,,3:34:34 PM
3088,296713,2967-MXRAV,Greg,2/23/2021,3:34:34 PM,1,1,Streaming,13,6:06,3,3:40:40 PM
3089,81898,8189-HBVRW,Joe,2/23/2021,3:47:31 PM,1,1,Payment related,52,4:59,4,3:52:30 PM
3090,416311,4163-KIUHY,Joe,2/23/2021,3:47:31 PM,0,1,Technical Support,40,5:52,4,3:53:23 PM
3091,350014,3500-NSDOA,Greg,2/23/2021,4:40:48 PM,0,0,Admin Support,,,,4:40:48 PM
3092,117120,1171-TYKUR,Martha,2/23/2021,4:40:48 PM,1,1,Contract related,124,6:43,5,4:47:31 PM
3093,37616,3761-FLYZI,Greg,2/23/2021,4:55:12 PM,1,1,Payment related,99,6:44,4,5:01:56 PM
3094,121914,1219-NNDDO,Becky,2/23/2021,4:55:12 PM,1,1,Streaming,99,6:38,4,5:01:50 PM
3095,83884,8388-DMKAE,Diane,2/23/2021,5:11:02 PM,1,1,Payment related,86,4:26,4,5:15:28 PM
3096,44032,4403-BWPAY,Joe,2/23/2021,5:11:02 PM,1,1,Technical Support,118,0:53,2,5:11:55 PM
3097,965917,9659-QEQSY,Martha,2/23/2021,5:24:00 PM,1,1,Contract related,50,6:23,4,5:30:23 PM
3098,540526,5405-ZMYXQ,Martha,2/23/2021,5:24:00 PM,0,0,Admin Support,,,,5:24:00 PM
3099,144215,1442-OKRJE,Becky,2/23/2021,5:29:46 PM,1,1,Streaming,52,3:34,1,5:33:20 PM
3100,47371,4737-AQCPU,Diane,2/23/2021,5:29:46 PM,1,1,Technical Support,34,4:46,4,5:34:32 PM
3101,28083,2808-CHTDM,Greg,2/24/2021,9:36:00 AM,1,1,Payment related,37,3:48,3,9:39:48 AM
3102,79320,0793-TWELN,Dan,2/24/2021,9:36:00 AM,1,1,Admin Support,75,3:01,4,9:39:01 AM
3103,328323,3283-WCWXT,Dan,2/24/2021,12:59:02 PM,1,1,Technical Support,85,1:13,2,1:00:15 PM
3104,10605,1060-ENTOF,Diane,2/24/2021,12:59:02 PM,1,1,Admin Support,25,4:23,3,1:03:25 PM
3105,99917,0999-QXNSA,Stewart,2/24/2021,1:00:29 PM,0,0,Admin Support,,,,1:00:29 PM
3106,545113,5451-MHQOF,Dan,2/24/2021,1:00:29 PM,0,0,Contract related,,,,1:00:29 PM
3107,483623,4836-WNFNO,Joe,2/24/2021,1:17:46 PM,1,1,Streaming,70,0:48,4,1:18:34 PM
3108,92252,9225-BZLNZ,Diane,2/24/2021,1:17:46 PM,1,1,Technical Support,103,3:26,4,1:21:12 PM
3109,35422,0354-VXMJC,Stewart,2/24/2021,1:35:02 PM,1,1,Payment related,71,6:57,5,1:41:59 PM
3110,442217,4422-QVIJA,Becky,2/24/2021,1:35:02 PM,1,1,Technical Support,51,1:11,4,1:36:13 PM
3111,936519,9365-SRSZE,Jim,2/24/2021,1:49:26 PM,1,1,Payment related,103,0:32,5,1:49:58 PM
3112,833215,8332-OSJDW,Joe,2/24/2021,1:49:26 PM,1,1,Payment related,98,2:55,5,1:52:21 PM
3113,47352,4735-BJKOU,Greg,2/24/2021,1:58:05 PM,1,1,Payment related,65,3:24,2,2:01:29 PM
3114,27410,0274-JKUJR,Dan,2/24/2021,1:58:05 PM,1,1,Admin Support,104,4:59,4,2:03:04 PM
3115,574025,5740-YHGTW,Jim,2/24/2021,2:24:00 PM,1,1,Payment related,82,4:46,2,2:28:46 PM
3116,891719,8917-SZTTJ,Martha,2/24/2021,2:24:00 PM,1,1,Payment related,26,2:52,4,2:26:52 PM
3117,169613,1696-MZVAU,Diane,2/24/2021,2:34:05 PM,0,1,Payment related,84,3:36,3,2:37:41 PM
3118,735923,7359-WWYJV,Greg,2/24/2021,2:34:05 PM,1,1,Technical Support,106,5:43,4,2:39:48 PM
3119,490626,4906-ZHGPK,Joe,2/24/2021,2:41:17 PM,1,1,Admin Support,92,1:42,4,2:42:59 PM
3120,37957,3795-GWTRD,Joe,2/24/2021,2:41:17 PM,0,0,Admin Support,,,,2:41:17 PM
3121,129816,1298-PHBTI,Becky,2/24/2021,3:17:17 PM,1,1,Contract related,122,3:01,1,3:20:18 PM
3122,62234,6223-DHJGV,Becky,2/24/2021,3:17:17 PM,1,1,Contract related,92,2:44,4,3:20:01 PM
3123,696113,6961-MJKBO,Diane,2/24/2021,3:21:36 PM,0,0,Payment related,,,,3:21:36 PM
3124,815823,8158-WPEZG,Jim,2/24/2021,3:21:36 PM,1,1,Streaming,61,4:25,5,3:26:01 PM
3125,49186,4918-FYJNT,Martha,2/24/2021,3:28:48 PM,1,1,Technical Support,27,1:56,5,3:30:44 PM
3126,7272,0727-BNRLG,Becky,2/24/2021,3:28:48 PM,1,1,Technical Support,68,1:48,1,3:30:36 PM
3127,48543,4854-CIDCF,Diane,2/24/2021,3:41:46 PM,0,0,Technical Support,,,,3:41:46 PM
3128,328013,3280-MRDOF,Greg,2/24/2021,3:41:46 PM,1,1,Technical Support,59,0:42,4,3:42:28 PM
