Customer ID,new customer id,Avg Monthly Long Distance Charges,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,internet_service_id,quota
3316-UWXUY,331621,40.83,1,Fiber Optic,21,1,1,0,1,0,1,1,1,93.5,4747.5,0,0,2041.5,2491,200
0621-JFHOL,62110,0,1,Cable,29,0,0,0,1,0,0,0,1,29.6,299.05,0,0,0,2492,200
9903-LYSAB,990312,16.78,1,Fiber Optic,23,0,0,0,0,0,0,0,1,73.15,1305.95,0,0,302.04,2493,200
7301-ABVAD,73011,8.29,1,Cable,13,0,1,1,1,1,1,1,1,86.6,6350.5,0,0,596.88,2494,200
6614-FHDBO,66146,35.11,1,Fiber Optic,22,0,1,1,1,1,1,1,1,109.2,7878.3,0,0,2527.92,2495,200
7576-ASEJU,75761,25.16,1,DSL,11,1,0,0,1,1,1,1,1,74.7,3187.65,0,0,1031.56,2496,200
0303-UNCIP,30321,37.55,1,DSL,30,0,0,1,0,0,1,1,0,65,2531.8,0,140,1539.55,2497,200
0959-WHOKV,95923,6.42,1,Fiber Optic,48,1,1,1,0,0,1,1,1,99,4298.45,0,0,269.64,2498,200
4075-JFPGR,407510,21.07,1,Fiber Optic,46,1,1,1,0,1,0,0,1,93.5,4619.55,0,0,1074.57,2499,200
3282-ZISZV,328226,37.48,1,DSL,15,0,1,1,1,1,1,1,1,83.7,2633.3,0,0,1199.36,2500,200
4111-BNXIF,41112,0,1,DSL,52,0,1,1,1,1,1,1,1,59.55,4103.9,0,0,0,2501,200
7017-VFHAY,701722,20.01,1,Fiber Optic,12,1,1,1,1,1,1,1,1,115.1,7008.15,0,0,1220.61,2502,200
6655-LHBYW,665512,19.8,1,Fiber Optic,21,1,1,1,1,1,1,1,0,114.35,5791.1,0,10,990,2503,200
7605-BDWDC,76052,0,1,DSL,10,1,1,0,1,0,1,1,1,49.85,1520.1,0,0,0,2504,200
1950-KSVVJ,195011,33.54,1,Fiber Optic,4,1,1,1,1,1,1,1,1,113.3,5032.25,0,0,1509.3,2505,200
0123-CRBRT,1233,47.19,1,DSL,28,1,1,1,1,1,1,1,1,88.1,5526.75,0,0,2878.59,2506,200
7633-MVPUY,763313,49.29,1,Cable,22,1,1,0,1,0,0,0,1,59.75,3450.15,0,0,2809.53,2507,200
8645-KWHJO,864511,0,1,DSL,4,0,0,1,1,1,1,1,1,55,771.95,0,0,0,2508,200
4130-MZLCC,413013,43.02,1,DSL,42,0,1,0,0,0,0,0,1,50.55,244.75,0,0,215.1,2509,200
0314-TKOSI,31420,6.98,1,Cable,30,1,1,0,0,0,0,0,0,55.15,322.9,0,0,41.88,2510,200
8229-MYEJZ,822913,45.56,1,DSL,17,0,1,0,0,0,0,0,1,51.2,498.25,0,0,455.6,2511,200
9577-WJVCQ,957723,5.3,1,DSL,59,1,0,0,0,0,0,0,1,54.45,3687.75,0,0,360.4,2512,200
6202-DYYFX,62024,19.72,1,Fiber Optic,5,0,0,0,0,0,0,0,1,76,1783.6,0,0,433.84,2513,200
3808-HFKDE,38088,4.15,1,Cable,18,0,0,0,0,0,0,0,1,44.35,927.15,0,0,83,2514,200
3727-OWVYD,372715,38.38,1,DSL,82,1,1,1,0,0,0,0,1,61.2,2021.2,0,0,1343.3,2515,200
2294-SALNE,229419,16.63,1,Fiber Optic,22,0,1,1,1,0,0,0,0,86.8,1940.8,0,90,382.49,2516,200
6556-DBKZF,65564,9.4,1,Fiber Optic,10,0,0,1,0,0,0,0,1,76.05,5436.45,0,0,667.4,2517,200
2985-JUUBZ,298510,13.86,1,DSL,75,0,0,1,0,1,1,1,1,74.55,3015.75,0,0,554.4,2518,200
0895-LMRSF,89512,46.4,1,Cable,23,0,0,0,0,1,1,1,0,64.9,1509.8,0,130,1067.2,2519,200
8266-VBFQL,826622,31.92,1,Fiber Optic,4,0,0,1,1,0,1,1,1,90.4,356.65,0,0,127.68,2520,200
8181-YHCMF,818125,0,1,DSL,15,0,1,1,1,1,1,1,1,60.3,4109,0,0,0,2521,200
2240-HSJQD,22408,1.27,1,Fiber Optic,13,0,1,0,0,0,0,0,1,81.85,3141.7,0,0,48.26,2522,200
4115-BNPJY,41152,32.46,1,DSL,7,0,0,1,1,1,1,1,1,75.55,2054.4,0,0,941.34,2523,200
4091-TVOCN,409120,2.53,1,Cable,6,1,0,1,0,1,1,1,0,78.75,3682.45,0,40,121.44,2524,200
7277-OZCGZ,727715,6,1,Fiber Optic,8,1,0,0,1,0,1,1,1,89.05,1886.25,0,0,132,2525,200
1557-EMYVT,15575,24.85,1,Fiber Optic,26,1,1,1,1,1,1,1,1,115.05,4895.1,10.76,0,1068.55,2526,200
5027-YOCXN,502725,26.73,1,Fiber Optic,41,1,1,0,1,1,1,1,1,110.05,5686.4,20.28,0,1363.23,2527,200
6745-JEFZB,674510,23.85,1,Fiber Optic,10,0,0,0,1,1,0,0,0,91.5,3236.35,40.79,90,834.75,2528,200
9880-TDQAC,988020,0,1,DSL,16,0,1,1,1,1,1,1,1,60,4264,25.67,0,0,2529,200
8705-WZCYL,870523,27.46,1,DSL,26,0,0,0,0,0,0,0,1,44.8,44.8,0,0,27.46,2530,200
7102-JJVTX,710210,30.07,1,DSL,30,1,0,0,0,0,0,0,1,48.6,422.3,20.45,0,270.63,2531,200
8626-PTQGE,862616,0,1,Cable,18,1,1,0,1,1,1,1,1,60.05,4176.7,41.21,0,0,2532,200
4983-CLMLV,49833,44.34,1,Fiber Optic,71,0,1,0,1,1,1,1,1,102.7,5138.1,0,0,2305.68,2533,200
2379-GYFLQ,23797,22.13,1,Fiber Optic,22,0,1,1,0,1,0,0,1,94.9,4422.95,24.08,0,1017.98,2534,200
2088-IEBAU,20889,21.82,1,DSL,2,1,1,1,1,1,1,1,1,88.15,6148.45,36.29,0,1483.76,2535,200
7982-VCELR,798222,19.64,1,Fiber Optic,71,0,1,0,0,1,1,1,1,94.8,3565.65,30.26,0,707.04,2536,200
6885-PKOAM,688516,30.68,1,Cable,18,1,1,1,1,1,1,1,1,85.75,6223.8,4.6,0,2178.28,2537,200
7520-HQWJU,75208,23.2,1,DSL,59,1,1,1,0,0,0,0,1,67.45,4508.65,41.67,0,1531.2,2538,200
6243-OZGFH,624315,0,1,DSL,14,0,0,0,0,1,1,1,0,44.95,996.85,25.84,40,0,2539,200
0513-RBGPE,51318,4.5,1,DSL,9,1,0,1,1,0,0,0,1,62.8,2278.75,16.97,0,166.5,2540,200
5160-UXJED,516021,13.02,1,Cable,73,0,0,0,0,0,0,0,1,44.6,681.4,0,0,221.34,2541,200
8984-EYLLL,89845,40.18,1,Fiber Optic,30,0,1,0,1,1,1,1,1,105.25,6823.4,23.67,0,2571.52,2542,200
9833-TGFHX,983320,13.23,1,Fiber Optic,23,1,0,0,0,1,1,1,0,97.1,4016.75,46.56,150,555.66,2543,200
5229-DTFYB,52294,10.26,1,Fiber Optic,2,0,1,0,1,1,1,1,1,98.8,3959.15,27.09,0,420.66,2544,200
0104-PPXDV,10416,18.37,1,DSL,18,0,0,1,0,0,0,0,1,50.3,2878.55,10.23,0,1065.46,2545,200
3583-KRKMD,358311,26.84,1,Fiber Optic,20,0,0,0,1,0,0,0,1,75.9,1373.05,15.57,0,483.12,2546,200
9069-LGEUL,906912,3.67,1,DSL,69,1,0,0,0,0,1,1,0,59.95,1406,26.55,140,84.41,2547,200
9571-EDEBV,95715,34.72,1,Fiber Optic,10,0,0,1,0,1,1,1,1,98.65,6962.85,0,0,2465.12,2548,200
3520-FJGCV,35206,17.3,1,Fiber Optic,14,1,1,1,1,1,1,1,1,112.6,8126.65,0,0,1245.6,2549,200
6122-EFVKN,61225,0,1,Cable,20,1,0,0,1,0,0,0,1,35.75,830.8,0,0,0,2550,200
2805-EDJPQ,28055,20.53,1,Fiber Optic,19,0,1,1,1,0,1,1,1,99.75,5608.4,0,0,1149.68,2551,200
6862-CQUMB,68623,21.84,1,Fiber Optic,41,0,1,0,0,1,1,1,1,96.1,3646.8,0,0,808.08,2552,200
7156-MXBJE,715613,2.49,1,DSL,53,0,1,1,1,1,1,1,0,85.1,3662.25,0,30,107.07,2553,200
6158-HDPXZ,61588,0,1,DSL,13,0,0,0,0,0,0,0,1,25.35,25.35,0,0,0,2554,200
2863-IMQDR,28639,23.45,1,DSL,8,1,1,1,1,1,1,1,1,89.65,5308.7,0,0,1430.45,2555,200
5686-CMAWK,56863,49.71,1,Fiber Optic,4,0,0,1,1,0,0,0,1,86.75,1410.25,0,0,845.07,2556,200
5651-CRHKQ,56513,13.23,1,Fiber Optic,16,0,1,1,1,0,0,0,1,86.2,3339.05,0,0,542.43,2557,200
6583-SZVGP,658319,9.91,1,Fiber Optic,4,0,1,1,0,1,1,1,1,108.1,5067.45,0,0,475.68,2558,200
1708-PBBOA,170816,0,1,DSL,13,1,1,1,1,0,1,1,0,54.75,2348.45,0,80,0,2559,200
8782-LKFPK,878212,44.92,1,Fiber Optic,16,0,0,1,0,0,1,1,1,90.4,4063,0,0,1976.48,2560,200
5522-JBWMO,552210,15.66,1,DSL,29,0,0,0,0,0,0,0,1,44,44,0,0,15.66,2561,200
3597-MVHJT,359713,35.17,1,Fiber Optic,24,0,0,0,0,1,1,1,1,95.6,2595.25,0,0,949.59,2562,200
2977-CEBSX,29773,13.28,1,DSL,24,1,1,1,1,1,1,1,1,90.05,5965.95,0,0,876.48,2563,200
3067-SVMTC,306719,44.79,1,Cable,14,1,0,0,1,0,0,0,0,55.9,3848.8,0,20,3045.72,2564,200
4742-DRORA,47424,5.43,1,Fiber Optic,29,1,0,1,0,1,0,0,1,95.4,5812,0,0,325.8,2565,200
5233-AOZUF,52331,5.39,1,Fiber Optic,17,0,0,0,0,0,0,0,1,74.95,2149.05,0,0,156.31,2566,200
5973-EJGDP,59735,1.51,1,Fiber Optic,52,0,1,1,1,0,0,0,0,87.35,4473,0,0,77.01,2567,200
7916-VCCPB,791622,40.03,1,Fiber Optic,20,0,1,0,0,0,0,0,1,73.25,1195.75,0,0,640.48,2568,200
4686-GEFRM,46867,45.24,1,Fiber Optic,42,0,1,1,1,0,1,1,1,98.7,6858.9,0,0,3166.8,2569,200
5605-IYGFG,56059,27.46,1,Fiber Optic,4,0,0,0,0,0,0,0,1,69.85,515.45,0,0,192.22,2570,200
7663-ZTEGJ,766326,49.92,1,Fiber Optic,23,0,1,1,1,0,1,1,0,100.55,2830.45,0,100,1447.68,2571,200
8111-BKVDS,81112,0,1,DSL,24,1,1,1,0,0,0,0,1,40.7,449.3,0,0,0,2572,200
8734-DKSTZ,87344,6.5,1,Fiber Optic,76,0,0,0,0,0,1,1,1,85.95,858.6,0,0,65,2573,200
4360-PNRQB,436016,15.18,1,Fiber Optic,42,0,0,0,0,0,0,0,1,75.6,1395.05,0,0,273.24,2574,200
6152-ONASV,615215,41.46,1,DSL,30,1,0,0,1,0,0,0,0,58.25,3975.7,0,140,2819.28,2575,200
7781-HVGMK,77818,0,1,DSL,30,1,1,1,1,1,1,1,1,65.2,4784.45,0,0,0,2576,200
2181-UAESM,218121,12.59,1,Cable,76,1,0,1,0,0,0,0,1,53.45,119.5,0,0,25.18,2577,200
2320-SLKMB,232019,0,1,Cable,29,0,0,1,1,1,0,0,1,44.45,1183.8,0,0,0,2578,200
4376-KFVRS,437611,30.75,1,Fiber Optic,3,1,1,1,1,1,1,1,1,114.05,8468.2,0,0,2214,2579,200
5886-VLQVU,588622,24.83,1,Fiber Optic,51,0,0,0,1,0,1,1,0,89.85,3161.2,0,20,869.05,2580,200
3577-AMVUX,35771,14.65,1,Cable,15,0,0,1,1,0,0,0,1,55.05,55.05,0,0,14.65,2581,200
0771-WLCLA,77123,46.45,1,Fiber Optic,12,1,0,1,1,1,1,1,1,112.95,1882.55,0,0,743.2,2582,200
0206-TBWLC,20620,11.4,1,Fiber Optic,26,1,1,1,1,1,1,1,1,114.65,6049.5,0,0,615.6,2583,200
2937-FTHUR,29376,42.45,1,DSL,28,1,0,0,0,0,1,1,1,64.8,1166.7,0,0,764.1,2584,200
1910-FMXJM,19106,49.33,1,Fiber Optic,23,0,0,0,0,0,1,1,1,80.4,2937.65,0,0,1775.88,2585,200
5168-MSWXT,516813,22.14,1,Fiber Optic,82,0,0,1,0,1,1,1,1,94.75,759.55,0,0,177.12,2586,200
1090-ESELR,10905,27.25,1,Fiber Optic,19,1,1,0,1,1,1,1,1,105.5,7611.55,0,0,1962,2587,200
8847-GEOOQ,88477,0,1,DSL,2,0,1,1,1,1,1,1,1,60.2,3582.4,0,0,0,2588,200
8313-NDOIA,831314,38.79,1,Fiber Optic,4,0,1,1,0,1,1,1,0,104.15,2494.65,0,40,930.96,2589,200
5149-CUZUJ,51493,27.34,1,Fiber Optic,16,0,1,1,1,1,0,0,1,92.9,2768.35,0,0,765.52,2590,200
0942-KOWSM,94211,15.94,1,DSL,53,0,1,1,1,1,1,1,1,80.8,2369.3,0,0,478.2,2591,200
1452-VOQCH,145222,4.53,1,Fiber Optic,28,0,0,0,0,0,0,0,1,75.1,75.1,0,0,4.53,2592,200
6614-VBEGU,661422,44.06,1,DSL,59,0,1,0,0,1,1,1,1,69.45,1614.05,0,0,1057.44,2593,200
2996-XAUVF,299624,0,1,DSL,59,0,0,0,1,0,1,1,1,40.05,2799.75,0,0,0,2594,200
5968-XQIVE,596824,11.57,1,Fiber Optic,18,0,1,0,0,1,0,0,1,89.7,6588.95,0,0,833.04,2595,200
1304-BCCFO,13042,14.91,1,Cable,82,0,0,1,0,1,1,1,1,70.05,564.4,0,0,134.19,2596,200
4104-PVRPS,410416,1.02,1,Cable,3,1,0,0,1,0,0,0,0,53.6,1315.35,0,120,24.48,2597,200
4431-EDMIQ,44315,16.22,1,DSL,53,1,1,1,1,1,0,0,1,75.7,554.05,0,0,113.54,2598,200
5168-MQQCA,516813,38.44,1,Fiber Optic,16,0,1,1,1,1,1,1,1,108.5,8003.8,0,0,2767.68,2599,200
7971-HLVXI,79718,44,1,Fiber Optic,20,0,0,0,0,0,1,1,1,84.5,6130.85,0,0,3168,2600,200
9094-AZPHK,90941,32.07,1,Fiber Optic,28,0,1,0,0,1,1,1,0,100.15,1415,0,0,481.05,2601,200
3649-JPUGY,364910,44.46,1,DSL,48,0,1,1,1,1,1,1,1,88.6,6201.95,0,0,3201.12,2602,200
4472-LVYGI,447212,0,1,Cable,20,1,0,1,1,1,0,0,1,52.55,525.5,0,0,0,2603,200
3552-CTCYF,35523,40.73,1,Fiber Optic,76,0,1,1,0,1,1,1,1,104.8,6597.25,0,0,2565.99,2604,200
6778-YSNIH,677825,27.02,1,Cable,26,0,1,0,0,1,0,0,1,59,114.15,0,0,54.04,2605,200
4134-BSXLX,41342,28.86,1,Cable,24,1,1,0,1,0,0,0,1,60.9,1785.65,0,0,808.08,2606,200
4374-YMUSQ,437425,22.41,1,Fiber Optic,13,1,1,1,1,1,1,1,1,116.25,3899.05,0,0,761.94,2607,200
3957-HHLMR,39578,29.72,1,DSL,12,1,0,0,0,0,1,1,1,65.2,4543.15,0,0,2080.4,2608,200
7803-XOCCZ,780324,31.96,1,Fiber Optic,26,1,0,1,1,0,0,0,1,84.05,4326.8,0,0,1661.92,2609,200
5736-YEJAX,573625,26.45,1,DSL,46,1,1,1,1,1,0,0,0,79.45,5502.55,0,80,1825.05,2610,200
8981-FJGLA,89816,47.12,1,Fiber Optic,23,0,0,1,0,0,0,0,1,78,851.8,0,0,518.32,2611,200
8535-SFUTN,853519,36.05,1,Fiber Optic,73,1,0,1,0,1,1,1,1,106.45,6300.15,0,0,2199.05,2612,200
8677-HDZEE,86778,2.5,1,Fiber Optic,3,0,1,0,1,1,1,1,1,105.45,5916.95,0,0,140,2613,200
2475-MROZF,247513,2.87,1,Fiber Optic,29,1,1,1,1,0,0,0,1,95,2852.4,0,0,86.1,2614,200
3482-ABPKK,34821,28.42,1,DSL,48,1,0,0,1,0,0,0,0,54.3,1546.3,0,150,795.76,2615,200
5174-ITUMV,51749,38.98,1,Fiber Optic,16,0,1,1,0,1,1,1,1,105.4,6989.45,0,0,2611.66,2616,200
0913-XWSCN,91324,41.89,1,Fiber Optic,52,0,0,0,0,0,1,1,1,85.5,4713.4,0,0,2303.95,2617,200
0750-EBAIU,7505,31.31,1,Fiber Optic,12,1,0,1,0,1,0,0,1,91.25,4738.3,0,0,1628.12,2618,200
3571-DPYUH,35714,43.75,1,Fiber Optic,69,0,1,0,1,1,0,0,1,94.7,5430.35,0,0,2537.5,2619,200
4234-XTNEA,423424,37.7,1,Fiber Optic,73,0,0,0,0,1,0,0,1,79.95,174.45,0,0,75.4,2620,200
5348-CAGXB,53483,33.36,1,Fiber Optic,22,0,0,1,0,1,0,0,1,89.55,1021.75,0,0,400.32,2621,200
0621-HJWXJ,6218,21.15,1,Fiber Optic,24,0,1,0,0,0,0,0,1,81.55,5029.05,0,0,1332.45,2622,200
5844-QVTAT,584417,8.79,1,Cable,27,1,1,1,0,0,0,0,1,58.45,1955.4,0,0,290.07,2623,200
8905-IAZPF,89059,46.87,1,Fiber Optic,11,0,1,0,0,1,1,1,1,95.65,6744.2,0,0,3234.03,2624,200
5394-MEITZ,539413,14,1,Cable,42,0,1,1,1,1,1,1,1,80.6,4946.7,0,0,840,2625,200
6859-QNXIQ,685917,26.32,1,Fiber Optic,53,1,1,1,1,1,1,1,1,113.1,8248.5,0,0,1895.04,2626,200
2782-LFZVW,278212,24.57,1,Cable,10,0,0,0,0,0,1,1,0,58.95,601.6,0,70,270.27,2627,200
7129-AZJDE,71291,3.54,1,Fiber Optic,12,0,0,0,0,0,1,1,1,78.95,2647.2,0,0,120.36,2628,200
2560-PPCHE,256016,26.83,1,Fiber Optic,59,0,1,0,1,1,1,1,1,105.05,6744.25,0,0,1743.95,2629,200
3580-HYCSP,35808,33.01,1,Fiber Optic,51,1,1,1,0,1,1,1,1,110.3,7966.9,0,0,2376.72,2630,200
1352-HNSAW,13528,34.69,1,Fiber Optic,59,1,1,1,1,1,1,1,0,115.6,8220.4,0,140,2497.68,2631,200
5791-KAJFD,579111,42.86,1,DSL,8,1,0,1,0,0,1,1,1,68.75,3808,0,0,2400.16,2632,200
1154-HYWWO,11548,42.24,1,DSL,22,1,1,0,1,1,0,0,1,70.6,2708.2,0,0,1605.12,2633,200
2501-XWWTZ,250124,1.01,1,Fiber Optic,8,0,0,0,0,0,0,0,1,70.2,760.05,0,0,11.11,2634,200
3716-UVSPD,371621,14.97,1,DSL,5,0,0,0,1,0,0,0,0,49.3,49.3,0,10,14.97,2635,200
6815-ABQFQ,68151,14.43,1,Fiber Optic,25,0,1,0,1,1,1,1,1,107.25,6033.3,0,0,808.08,2636,200
3701-SFMUH,370119,5.17,1,Cable,51,1,0,0,0,1,1,1,1,69.7,516.15,0,0,36.19,2637,200
6103-LIANB,610312,41.09,1,Fiber Optic,16,0,0,1,0,1,1,1,1,99.5,5861.75,0,0,2424.31,2638,200
7319-VENRZ,731922,31.84,1,Cable,58,0,0,1,1,1,0,0,1,64.3,445.95,0,0,222.88,2639,200
5846-NEQVZ,584614,2.43,1,Cable,58,1,0,1,1,0,1,1,1,70.85,4973.4,0,0,172.53,2640,200
6967-QIQRV,696717,2.12,1,Fiber Optic,30,1,0,0,1,1,1,1,0,101.9,1667.25,0,120,31.8,2641,200
5781-RFZRP,578118,34.39,1,DSL,5,1,1,0,1,1,0,0,1,73.5,5357.75,0,0,2441.69,2642,200
0308-IVGOK,3089,0,1,DSL,59,0,1,1,1,0,0,0,1,40.4,422.6,0,0,0,2643,200
5756-JYOJT,575610,5,1,Cable,23,0,0,1,1,0,1,1,1,64.9,697.25,0,0,55,2644,200
9548-LIGTA,954812,20.34,1,Cable,51,1,1,0,1,1,1,1,0,81.05,4747.65,0,0,1240.74,2645,200
5150-LJNSR,515012,36.49,1,Fiber Optic,59,1,0,1,0,1,0,0,1,98.05,3082.1,0,0,1131.19,2646,200
8270-RKSAP,827018,40.71,1,Fiber Optic,52,0,0,0,0,0,0,0,1,70.5,597.9,0,0,366.39,2647,200
4568-KNYWR,456811,46.24,1,Cable,10,1,1,0,0,1,0,0,0,63.25,3342.45,0,130,2404.48,2648,200
0742-LAFQK,74212,28.86,1,Fiber Optic,8,1,1,1,0,0,1,1,1,99.15,7422.1,0,0,2077.92,2649,200
0795-LAFGP,79512,3.57,1,DSL,52,1,1,1,1,1,1,1,1,90.4,6668.05,0,0,253.47,2650,200
0619-OLYUR,61915,47.83,1,Fiber Optic,27,1,0,1,1,1,1,1,1,111.9,8071.05,0,0,3443.76,2651,200
0459-SPZHJ,45919,13.45,1,DSL,69,1,1,1,0,1,1,1,1,83.5,5435,0,0,847.35,2652,200
0215-BQKGS,2152,24.73,1,Fiber Optic,20,1,1,1,0,0,0,0,0,84.3,2438.6,0,130,741.9,2653,200
9244-ZVAPM,924426,37.44,1,DSL,9,0,0,0,0,0,0,0,1,45.6,45.6,0,0,37.44,2654,200
8208-EUMTE,82085,0,1,DSL,27,1,1,1,1,1,0,0,1,54.85,916.15,0,0,0,2655,200
5172-MIGPM,517213,13.31,1,Cable,59,0,0,0,1,0,1,1,1,65.55,237.2,0,0,53.24,2656,200
1710-RCXUS,171018,9.21,1,Fiber Optic,30,0,1,0,0,0,1,1,1,90.35,4614.55,0,0,469.71,2657,200
5839-SUYVZ,583919,38.32,1,Fiber Optic,82,0,0,0,1,0,0,0,1,74.55,1170.5,0,0,613.12,2658,200
1096-ADRUX,10961,37.84,1,Fiber Optic,17,0,0,0,0,0,0,0,1,74.25,4859.25,0,0,2497.44,2659,200
2001-MCUUW,200113,37.5,1,Fiber Optic,22,0,1,1,1,1,1,1,1,108.65,4903.2,0,0,1725,2660,200
2731-GJRDG,27317,4.61,1,Fiber Optic,12,1,0,1,1,1,1,1,1,109.55,3608,0,0,147.52,2661,200
4723-BEGSG,47232,12.12,1,Cable,23,1,0,1,1,1,1,1,1,86.65,6094.25,3.2,0,872.64,2662,200
6516-NKQBO,651614,22.05,1,Cable,73,1,0,1,1,1,1,1,1,81,3084.9,0,0,837.9,2663,200
8672-OAUPW,867215,36.59,1,DSL,20,0,0,0,1,0,0,0,1,47.85,2356.75,18.39,0,1866.09,2664,200
8207-DMRVL,82074,21.89,1,Fiber Optic,58,1,1,1,1,1,1,1,0,114.55,8306.05,21.6,40,1576.08,2665,200
7138-GIRSH,71387,27.04,1,DSL,2,0,0,1,1,0,1,1,1,69.5,3418.2,5.73,0,1352,2666,200
9396-ZSFLL,939626,13.58,1,DSL,19,0,0,0,0,0,0,0,1,48.85,631.4,32.09,0,203.7,2667,200
6464-KEXXH,646411,0,1,Cable,16,0,0,0,0,0,0,0,1,25.25,186.3,0,0,0,2668,200
5240-CAOYT,52403,28.27,1,Fiber Optic,41,1,1,0,1,0,0,0,1,87.55,4884.85,1.83,0,1611.39,2669,200
4059-IIEBK,40599,40.76,1,Fiber Optic,16,0,1,0,0,0,0,0,1,78.55,522.95,47.19,0,285.32,2670,200
0516-UXRMT,51621,23.88,1,Fiber Optic,47,1,1,1,0,0,0,0,1,92.05,5755.8,14.21,0,1480.56,2671,200
4851-BQDNX,48512,14.41,1,Fiber Optic,22,0,0,1,0,1,0,0,1,85.05,3355.65,38.15,0,576.4,2672,200
3003-CMDUU,30033,29.81,1,Fiber Optic,52,0,0,0,1,1,1,1,0,95.15,2395.7,0,80,745.25,2673,200
5016-IBERQ,50169,18.05,1,Fiber Optic,51,0,1,1,0,0,0,0,1,84.25,1968.1,8.3,0,415.15,2674,200
9931-KGHOA,993111,13.05,1,DSL,15,1,0,0,0,0,0,0,1,55,2473.95,31.39,0,600.3,2675,200
1775-KWJKQ,177511,26.96,1,DSL,9,1,1,1,1,1,1,1,1,89.85,6562.9,12.55,0,1941.12,2676,200
9411-TPQQV,941120,0,1,DSL,28,1,0,0,1,1,1,1,0,54.55,2236.2,11.48,40,0,2677,200
7954-MLBUN,795413,10.05,1,Fiber Optic,14,0,0,1,1,1,1,1,1,99.45,3109.9,43.38,0,311.55,2678,200
2077-DDHJK,20774,27.41,1,DSL,9,1,1,1,1,0,0,0,1,70.9,4911.35,49.37,0,1863.88,2679,200
2391-IPLOP,23919,14.32,1,Cable,58,0,0,1,1,1,0,0,1,69.65,3442.15,0,0,716,2680,200
5183-SNMJQ,518319,45.69,1,Fiber Optic,11,0,0,0,1,1,1,1,1,95.1,865.1,43.25,0,456.9,2681,200
8100-PNJMH,810016,41.61,1,Cable,14,1,1,1,1,1,1,1,1,88.85,6132.7,0,0,2829.48,2682,200
7838-LAZFO,783812,9.91,1,Cable,19,1,1,1,0,1,1,1,1,78.8,3597.5,23.28,0,445.95,2683,200
8095-WANWK,809523,3.55,1,DSL,29,0,0,0,0,0,0,0,0,45.25,428.7,44.9,0,35.5,2684,200
9565-FLVCG,95656,17.43,1,DSL,30,1,1,0,0,0,1,1,1,69.55,4459.15,23.61,0,1132.95,2685,200
2800-VEQXM,280022,12.5,1,Fiber Optic,4,0,0,1,0,0,0,0,1,74.75,238.1,38.84,0,37.5,2686,200
5533-RJFTJ,553318,0,1,Cable,58,0,0,1,0,0,0,0,1,30.2,1453.1,0,0,0,2687,200
0214-JHPFW,21410,0,1,Cable,85,0,1,1,1,1,1,1,1,57.8,4039.3,1.01,0,0,2688,200
5760-IFJOZ,57609,47.5,1,Fiber Optic,22,0,1,1,0,1,1,1,1,107.95,313.6,0,0,142.5,2689,200
2826-UWHIS,282621,1.59,1,Fiber Optic,19,0,1,0,0,0,0,0,1,81.4,3775.85,0,0,71.55,2690,200
7501-IWUNG,75019,1.27,1,DSL,24,0,0,1,1,1,1,1,0,73.8,4616.05,49.51,30,77.47,2691,200
4957-TREIR,495720,38.05,1,DSL,7,1,0,0,1,1,0,0,1,64.4,195.65,0,0,114.15,2692,200
8040-MNRTF,804013,37.51,1,Fiber Optic,10,0,0,0,0,0,0,0,1,71.1,71.1,0,0,37.51,2693,200
1536-HBSWP,15368,14.93,1,DSL,4,0,0,0,1,0,0,0,1,49.9,49.9,0,0,14.93,2694,200
0946-FKYTX,9466,0,1,Cable,14,0,1,0,0,0,0,0,1,30.1,1623.4,11.72,0,0,2695,200
5076-YVXCM,507625,45.92,1,Fiber Optic,12,0,0,0,0,0,1,1,0,83.4,4149.45,29.76,30,2341.92,2696,200
6663-JOCQO,666310,29.06,1,DSL,22,1,1,0,1,0,1,1,1,75.25,2344.5,1.99,0,900.86,2697,200
0078-XZMHT,7824,32.36,1,DSL,52,0,1,1,1,1,1,1,1,85.15,6316.2,0,0,2329.92,2698,200
8338-QIUNR,833817,6.09,1,DSL,41,1,0,1,1,0,0,0,1,66.5,4811.6,45.61,0,438.48,2699,200
1525-LNLOJ,152512,32.04,1,DSL,19,0,0,1,0,1,0,0,1,63.3,4189.7,40.62,0,2114.64,2700,200
9450-TRJUU,945020,41.21,1,Fiber Optic,6,0,0,0,0,1,0,0,1,83.15,2848.45,18.84,0,1442.35,2701,200
1766-GKNMI,17667,9.49,1,Fiber Optic,21,0,0,0,0,0,1,1,1,84.9,2516.2,47.04,0,275.21,2702,200
1456-TWCGB,145620,38.01,1,Cable,5,0,1,0,0,0,0,0,1,49.25,208.45,0,0,152.04,2703,200
7596-ZYWBB,759626,43.29,1,DSL,76,1,1,0,1,0,0,0,0,59.6,3739.8,0,120,2813.85,2704,200
3014-WJKSM,301423,3.35,1,Fiber Optic,59,0,0,1,0,0,0,0,1,75.3,2263.4,0,0,97.15,2705,200
3347-YJZZE,334725,6.73,1,DSL,27,0,1,1,0,1,1,1,1,80.1,2211.8,0,0,195.17,2706,200
