Gender,Age,Married,Dependents,Number of Dependents,newcustomer,Referred a Friend,Number of Referrals,Contract,Customer Status,Churn Score,CLTV,Acquisition Channel,Channel_ID
Male,47,1,1,1,35206,1,2,Two Year,Stayed,70,6486,Referal,6
Male,63,1,0,0,656322,0,0,Month-to-Month,Stayed,44,5397,Referal,6
Male,44,0,0,0,61225,0,0,Two Year,Stayed,64,5531,Marketing Campaigns,2
Female,45,1,0,0,28055,1,9,One Year,Stayed,68,5926,Referal,6
Male,28,0,0,0,68623,0,0,Month-to-Month,Stayed,75,2640,Marketing Campaigns,2
Female,29,0,0,0,715613,0,0,Month-to-Month,Churned,76,5394,Marketing Campaigns,2
Male,31,0,0,0,61588,0,0,Month-to-Month,Joined,51,4193,Marketing Campaigns,2
Female,52,0,0,0,28639,0,0,Two Year,Stayed,48,6149,Marketing Campaigns,2
Male,41,0,0,0,56863,0,0,One Year,Stayed,29,5863,Marketing Campaigns,2
Female,53,1,0,0,56513,1,3,One Year,Stayed,62,5325,Referal,6
Male,59,0,0,0,658319,0,0,Two Year,Stayed,76,5994,Marketing Campaigns,2
Female,51,0,0,0,170816,0,0,One Year,Stayed,62,3179,Marketing Campaigns,2
Male,50,0,0,0,878212,0,0,Month-to-Month,Stayed,63,4751,Marketing Campaigns,2
Male,62,0,1,2,552210,0,0,Month-to-Month,Joined,29,4020,Marketing Campaigns,2
Female,49,0,0,0,359713,0,0,Month-to-Month,Stayed,21,2026,Marketing Campaigns,2
Female,47,0,0,0,99671,0,0,Month-to-Month,Stayed,21,3245,Marketing Campaigns,2
Female,61,0,0,0,29773,0,0,Two Year,Stayed,74,5813,Marketing Campaigns,2
Female,44,1,0,0,587617,1,10,One Year,Stayed,9,3742,Referal,6
Female,46,0,0,0,22771,0,0,One Year,Stayed,46,4691,Marketing Campaigns,2
Female,52,0,0,0,944210,0,0,One Year,Stayed,48,5355,Marketing Campaigns,2
Female,49,1,0,0,306719,1,9,One Year,Stayed,77,5160,Referal,6
Male,62,0,0,0,54957,0,0,Two Year,Stayed,56,2120,Marketing Campaigns,2
Male,39,0,0,0,76062,0,0,Two Year,Stayed,9,5368,Marketing Campaigns,2
Male,59,1,0,0,47424,1,5,One Year,Stayed,46,4149,Referal,6
Female,55,1,0,0,416314,1,9,One Year,Stayed,76,2438,Referal,6
Female,62,1,0,0,52331,1,3,Month-to-Month,Stayed,80,3483,Referal,6
Male,21,0,0,0,59735,0,0,Month-to-Month,Stayed,28,4899,Marketing Campaigns,2
Female,58,1,1,1,791622,1,6,Month-to-Month,Stayed,22,3624,Referal,6
Male,23,1,0,0,46867,1,5,Two Year,Stayed,57,5582,Referal,6
Female,27,1,1,2,524917,1,2,Two Year,Stayed,72,3021,Referal,6
Female,41,1,1,3,22336,1,6,Month-to-Month,Stayed,20,3181,Referal,6
Female,61,0,0,0,56059,0,0,Month-to-Month,Stayed,51,5501,Marketing Campaigns,2
Male,46,0,0,0,766326,0,0,One Year,Stayed,77,3055,Marketing Campaigns,2
Male,54,1,0,0,393520,1,10,One Year,Stayed,80,3037,Referal,6
Female,31,0,0,0,81112,0,0,Month-to-Month,Stayed,26,2164,Marketing Campaigns,2
Female,20,1,1,2,87344,0,0,Month-to-Month,Stayed,20,4922,Marketing Campaigns,2
Male,27,0,0,0,436016,0,0,Month-to-Month,Stayed,78,4030,Marketing Campaigns,2
Female,49,1,0,0,615215,1,4,One Year,Stayed,74,4620,Referal,6
Female,56,1,0,0,77818,1,5,Two Year,Stayed,27,5092,Referal,6
Male,30,0,0,0,218121,0,0,Month-to-Month,Joined,25,3477,Marketing Campaigns,2
Male,21,1,0,0,604814,1,1,Two Year,Stayed,53,2011,Referal,6
Female,46,0,0,0,232019,0,0,Month-to-Month,Stayed,26,3080,Marketing Campaigns,2
Male,26,1,0,0,498021,1,1,One Year,Stayed,78,5744,Referal,6
Male,52,1,0,0,437611,1,5,Two Year,Stayed,39,4842,Referal,6
Male,30,1,0,0,588622,0,0,Month-to-Month,Stayed,78,4945,Marketing Campaigns,2
Male,59,0,0,0,35771,0,0,Month-to-Month,Joined,32,2962,Marketing Campaigns,2
Female,49,1,1,1,77123,1,8,Month-to-Month,Stayed,70,2683,Referal,6
Female,63,1,0,0,20620,1,7,One Year,Stayed,67,4488,Referal,6
Female,45,0,1,3,29376,0,0,Month-to-Month,Stayed,37,2466,Marketing Campaigns,2
Female,59,1,0,0,19106,1,8,Month-to-Month,Stayed,35,5544,Referal,6
Female,30,1,0,0,73215,1,10,Two Year,Stayed,42,5674,Referal,6
Male,26,1,1,3,516813,1,4,Month-to-Month,Stayed,44,5505,Referal,6
Male,47,1,0,0,10905,1,8,Two Year,Stayed,25,5534,Referal,6
Female,53,0,0,0,859216,0,0,One Year,Stayed,32,5655,Marketing Campaigns,2
Male,34,1,0,0,88477,1,10,Month-to-Month,Stayed,76,5359,Referal,6
Female,20,1,0,0,47856,1,10,Two Year,Stayed,23,4900,Referal,6
Female,48,0,0,0,831314,0,0,Month-to-Month,Stayed,61,5813,Marketing Campaigns,2
Male,35,1,0,0,51493,1,1,One Year,Stayed,51,2037,Referal,6
Female,24,1,0,0,94211,1,4,Two Year,Stayed,46,4274,Referal,6
Male,45,1,0,0,42373,1,10,Month-to-Month,Joined,77,4823,Referal,6
Male,61,0,0,0,145222,0,0,Month-to-Month,Joined,28,4120,Marketing Campaigns,2
Male,52,0,1,2,471921,0,0,Month-to-Month,Stayed,34,2231,Marketing Campaigns,2
Female,23,1,0,0,661422,1,8,Month-to-Month,Stayed,35,4208,Referal,6
Male,25,0,0,0,299624,0,0,Two Year,Stayed,57,5055,Marketing Campaigns,2
Male,32,1,0,0,596824,1,2,One Year,Stayed,76,6016,Referal,6
Female,42,0,0,0,889618,0,0,Two Year,Stayed,63,2809,Marketing Campaigns,2
Male,24,1,0,0,13042,1,2,Month-to-Month,Stayed,69,4900,Referal,6
Male,56,1,0,0,410416,1,7,Month-to-Month,Stayed,47,2977,Referal,6
Female,47,1,1,3,44315,1,8,Month-to-Month,Stayed,37,2950,Referal,6
Male,48,1,1,2,48612,1,2,Two Year,Stayed,33,3372,Referal,6
Female,50,1,0,0,516813,1,4,Month-to-Month,Stayed,44,5505,Referal,6
Male,62,1,1,2,79718,1,4,Two Year,Stayed,50,6202,Referal,6
Female,64,0,0,0,90941,0,0,Month-to-Month,Stayed,65,2565,Marketing Campaigns,2
Male,26,0,0,0,364910,0,0,Two Year,Stayed,52,5842,Marketing Campaigns,2
Female,43,1,0,0,447212,1,2,Two Year,Stayed,36,2578,Referal,6
Male,42,1,1,3,35523,1,4,Two Year,Stayed,20,4046,Referal,6
Female,63,0,0,0,677825,0,0,Month-to-Month,Joined,33,5810,Marketing Campaigns,2
Male,31,0,0,0,657910,0,0,Month-to-Month,Joined,46,2968,Marketing Campaigns,2
Male,32,1,0,0,41342,1,7,Month-to-Month,Stayed,76,3851,Referal,6
Female,41,1,0,0,50519,1,7,Two Year,Stayed,30,4500,Referal,6
Male,64,0,0,0,437425,0,0,One Year,Stayed,22,4022,Marketing Campaigns,2
Female,50,1,0,0,39578,1,1,One Year,Stayed,20,6316,Referal,6
Female,54,1,1,2,780324,1,1,Month-to-Month,Stayed,48,6099,Referal,6
Male,23,0,0,0,573625,0,0,Two Year,Stayed,28,5189,Marketing Campaigns,2
Male,63,0,1,2,89816,0,0,Month-to-Month,Stayed,23,4886,Marketing Campaigns,2
Female,47,0,0,0,113512,0,0,Month-to-Month,Joined,51,4905,Marketing Campaigns,2
Male,21,0,0,0,853519,0,0,Month-to-Month,Stayed,65,4842,Marketing Campaigns,2
Female,42,0,0,0,86778,0,0,Month-to-Month,Stayed,55,4212,Marketing Campaigns,2
Male,36,0,0,0,247513,0,0,Month-to-Month,Stayed,64,3597,Marketing Campaigns,2
Female,19,0,0,0,34821,0,0,One Year,Stayed,30,5271,Marketing Campaigns,2
Male,34,0,0,0,75317,0,0,Month-to-Month,Stayed,56,4996,Marketing Campaigns,2
Male,37,1,1,2,51749,0,0,One Year,Stayed,45,5666,Marketing Campaigns,2
Male,29,1,1,2,91324,1,1,Month-to-Month,Stayed,20,6411,Referal,6
Male,43,0,0,0,7505,0,0,One Year,Stayed,29,4770,Marketing Campaigns,2
Male,30,1,1,3,35714,1,1,One Year,Stayed,49,5653,Referal,6
Male,52,1,1,3,76017,1,1,Two Year,Stayed,20,3764,Referal,6
Female,51,1,1,3,806714,1,9,Two Year,Stayed,46,4368,Referal,6
Male,47,1,1,2,14037,1,5,Two Year,Stayed,64,4485,Referal,6
Male,25,0,0,0,423424,0,0,Month-to-Month,Joined,44,5213,Marketing Campaigns,2
Male,60,0,0,0,53483,0,0,Month-to-Month,Stayed,79,2325,Marketing Campaigns,2
Female,54,1,0,0,6218,1,1,Month-to-Month,Stayed,41,4980,Referal,6
Female,24,1,0,0,584417,1,8,One Year,Stayed,21,4276,Referal,6
Female,32,1,0,0,89059,1,4,One Year,Stayed,45,5251,Referal,6
Female,26,1,0,0,539413,1,5,Two Year,Stayed,52,5667,Referal,6
Female,43,1,1,5,685917,1,10,Two Year,Stayed,23,5308,Referal,6
Female,52,0,0,0,278212,0,0,Month-to-Month,Stayed,21,3880,Marketing Campaigns,2
Female,57,0,0,0,28669,0,0,Month-to-Month,Joined,80,3968,Marketing Campaigns,2
Male,59,1,1,1,71291,1,1,One Year,Stayed,43,2074,Referal,6
Female,22,0,0,0,256016,0,0,One Year,Stayed,73,5742,Marketing Campaigns,2
Male,35,0,0,0,81385,0,0,Month-to-Month,Stayed,29,4123,Marketing Campaigns,2
Male,44,1,1,4,35808,1,10,Two Year,Stayed,73,5780,Referal,6
Female,26,1,1,3,13528,1,9,Two Year,Stayed,65,5633,Referal,6
Male,46,1,1,2,207516,1,2,Two Year,Stayed,49,5248,Referal,6
Female,27,1,1,2,19826,1,1,Two Year,Stayed,78,5939,Referal,6
Female,58,1,0,0,579111,1,2,One Year,Stayed,64,6198,Referal,6
Female,22,0,0,0,265422,0,0,Month-to-Month,Joined,49,2010,Marketing Campaigns,2
Male,55,0,0,0,11548,0,0,One Year,Stayed,67,4993,Marketing Campaigns,2
Male,51,0,0,0,250124,0,0,Month-to-Month,Stayed,34,2535,Marketing Campaigns,2
Male,54,0,0,0,371621,0,0,Month-to-Month,Joined,45,4209,Marketing Campaigns,2
Male,53,1,0,0,68151,1,1,One Year,Stayed,70,5800,Referal,6
Male,19,1,0,0,73435,1,9,Month-to-Month,Joined,27,5587,Referal,6
Male,63,1,1,3,370119,1,6,Month-to-Month,Stayed,50,4326,Referal,6
Male,49,1,1,1,610312,1,3,Two Year,Stayed,35,4583,Referal,6
Male,19,0,0,0,731922,0,0,Month-to-Month,Stayed,40,4010,Marketing Campaigns,2
Male,19,1,0,0,584614,1,3,Two Year,Stayed,25,5328,Referal,6
Male,23,1,1,1,696717,1,8,One Year,Stayed,28,3707,Referal,6
Male,34,1,0,0,578118,1,7,Two Year,Stayed,31,5431,Referal,6
Female,23,0,0,0,3089,0,0,One Year,Stayed,62,2133,Marketing Campaigns,2
Female,32,1,1,3,729312,1,2,Two Year,Stayed,52,6134,Referal,6
Female,55,0,0,0,575610,0,0,One Year,Stayed,49,3206,Marketing Campaigns,2
Male,26,1,0,0,954812,1,2,Two Year,Stayed,20,4072,Referal,6
Male,27,1,1,3,515012,1,3,One Year,Stayed,80,4524,Referal,6
Male,30,0,0,0,827018,0,0,Month-to-Month,Stayed,37,3198,Marketing Campaigns,2
Male,59,0,0,0,264012,0,0,Month-to-Month,Joined,65,3007,Marketing Campaigns,2
Female,62,1,1,1,14232,1,1,Month-to-Month,Joined,44,2400,Referal,6
Female,40,0,0,0,23934,0,0,Month-to-Month,Joined,21,5575,Marketing Campaigns,2
Male,56,0,0,0,456811,0,0,Two Year,Stayed,43,6471,Marketing Campaigns,2
Male,28,1,0,0,87529,1,1,One Year,Stayed,42,2894,Referal,6
Male,52,1,0,0,74212,1,1,Two Year,Stayed,46,5152,Referal,6
Male,25,1,0,0,79512,1,1,Two Year,Stayed,40,5633,Referal,6
Male,32,1,0,0,61915,1,1,Two Year,Stayed,80,6437,Referal,6
Male,56,1,0,0,55129,1,1,One Year,Stayed,41,2026,Referal,6
Male,19,1,0,0,45919,1,1,Two Year,Stayed,75,4652,Referal,6
Male,52,0,0,0,2152,0,0,Month-to-Month,Stayed,66,5393,Marketing Campaigns,2
Male,36,0,0,0,924426,0,0,Month-to-Month,Joined,50,2352,Marketing Campaigns,2
Male,45,0,0,0,82085,0,0,Two Year,Stayed,40,2136,Marketing Campaigns,2
Male,22,0,0,0,517213,0,0,Month-to-Month,Stayed,46,5707,Marketing Campaigns,2
Male,53,1,0,0,171018,0,0,One Year,Stayed,26,4965,Marketing Campaigns,2
Male,59,1,0,0,3746,1,1,Two Year,Stayed,80,5368,Referal,6
Male,21,0,0,0,583919,0,0,Month-to-Month,Stayed,70,2893,Marketing Campaigns,2
Male,47,0,0,0,517326,0,0,One Year,Joined,61,3488,Marketing Campaigns,2
Female,34,1,1,1,10961,1,1,One Year,Stayed,45,4395,Referal,6
Male,51,0,0,0,200113,0,0,Two Year,Stayed,25,4210,Marketing Campaigns,2
Female,55,0,0,0,27317,0,0,One Year,Stayed,72,5076,Marketing Campaigns,2
Male,35,1,0,0,47232,1,1,Two Year,Stayed,61,5483,Referal,6
Male,28,1,0,0,651614,1,1,Two Year,Stayed,75,3067,Referal,6
Male,48,0,0,0,867215,0,0,One Year,Stayed,56,4138,Marketing Campaigns,2
Male,47,1,1,3,82074,1,1,Two Year,Stayed,51,6158,Referal,6
Male,57,0,1,2,28045,0,0,Two Year,Stayed,74,4101,Marketing Campaigns,2
Male,63,0,0,0,71387,0,0,Two Year,Stayed,76,4145,Marketing Campaigns,2
Female,64,0,0,0,939626,0,0,Month-to-Month,Stayed,78,3762,Marketing Campaigns,2
Male,55,0,0,0,646411,0,0,Month-to-Month,Stayed,33,2372,Marketing Campaigns,2
Female,30,0,0,0,52403,0,0,Month-to-Month,Stayed,43,4882,Marketing Campaigns,2
Female,51,0,0,0,40599,0,0,Month-to-Month,Stayed,61,4025,Marketing Campaigns,2
Female,27,0,0,0,51621,0,0,One Year,Stayed,71,5801,Marketing Campaigns,2
Male,56,1,1,1,48512,1,5,One Year,Stayed,50,5904,Referal,6
Female,49,0,0,0,51488,0,0,Two Year,Stayed,76,4404,Marketing Campaigns,2
Female,22,1,0,0,30033,0,0,Month-to-Month,Stayed,52,3273,Marketing Campaigns,2
Male,28,1,0,0,50169,1,1,Month-to-Month,Stayed,33,2781,Referal,6
Female,48,1,0,0,993111,1,9,Month-to-Month,Stayed,40,5928,Referal,6
Male,41,1,0,0,177511,1,5,Two Year,Stayed,50,6046,Referal,6
Male,40,0,0,0,766522,0,0,One Year,Stayed,38,4745,Marketing Campaigns,2
Female,31,0,0,0,941120,0,0,One Year,Stayed,74,3533,Marketing Campaigns,2
Male,41,0,0,0,795413,0,0,Two Year,Stayed,64,2021,Marketing Campaigns,2
Female,48,1,0,0,20774,1,2,Two Year,Stayed,50,4114,Referal,6
Male,50,1,1,2,95742,1,10,Two Year,Stayed,72,5668,Referal,6
Female,21,1,1,1,840422,1,1,Month-to-Month,Stayed,59,4667,Referal,6
Male,25,1,0,0,23919,1,6,One Year,Stayed,27,4706,Referal,6
Male,37,1,1,3,58452,1,7,Two Year,Stayed,65,4517,Referal,6
Female,64,0,0,0,114021,0,0,Month-to-Month,Stayed,66,5208,Marketing Campaigns,2
Male,32,0,0,0,518319,0,0,Month-to-Month,Stayed,33,5787,Marketing Campaigns,2
Male,39,1,0,0,810016,1,2,Two Year,Stayed,42,5228,Referal,6
Male,38,1,0,0,783812,1,6,One Year,Stayed,37,4192,Referal,6
Male,56,1,0,0,208510,1,3,Month-to-Month,Stayed,24,3078,Referal,6
Female,46,0,0,0,809523,0,0,Month-to-Month,Stayed,38,5369,Marketing Campaigns,2
Male,23,0,0,0,303026,0,0,Month-to-Month,Joined,21,2798,Marketing Campaigns,2
Male,40,1,0,0,95656,1,10,Two Year,Stayed,74,5420,Referal,6
Female,33,1,1,3,875515,1,5,Two Year,Stayed,45,5864,Referal,6
Female,48,0,0,0,280022,0,0,Month-to-Month,Joined,21,3319,Marketing Campaigns,2
Male,22,0,0,0,553318,0,0,Month-to-Month,Stayed,42,5214,Marketing Campaigns,2
Female,22,1,0,0,21410,1,9,Two Year,Stayed,42,5640,Referal,6
Female,60,1,0,0,564213,1,6,One Year,Stayed,42,4836,Referal,6
Male,37,1,1,3,30886,1,3,Two Year,Stayed,46,5794,Referal,6
Male,49,0,0,0,90927,0,0,Month-to-Month,Stayed,51,3534,Marketing Campaigns,2
Female,63,0,0,0,23241,0,0,One Year,Stayed,41,5517,Marketing Campaigns,2
Male,57,0,0,0,57609,0,0,Month-to-Month,Joined,77,3449,Marketing Campaigns,2
Male,64,1,0,0,282621,1,4,Month-to-Month,Stayed,55,5602,Referal,6
Female,57,1,0,0,75019,1,9,Two Year,Stayed,58,6301,Referal,6
Male,37,0,0,0,495720,0,0,Month-to-Month,Joined,20,5645,Marketing Campaigns,2
Female,47,0,0,0,804013,0,0,Month-to-Month,Joined,64,3029,Marketing Campaigns,2
Female,33,0,0,0,15368,0,0,Month-to-Month,Joined,56,4667,Marketing Campaigns,2
Male,58,0,0,0,53136,0,0,One Year,Stayed,75,4886,Marketing Campaigns,2
Male,42,0,0,0,9466,0,0,One Year,Stayed,51,6290,Marketing Campaigns,2
Male,55,0,0,0,507625,0,0,Month-to-Month,Stayed,65,4191,Marketing Campaigns,2
Male,53,0,0,0,82623,0,0,Month-to-Month,Joined,48,5384,Marketing Campaigns,2
Male,55,1,0,0,666310,1,7,One Year,Stayed,43,4258,Referal,6
Male,62,0,0,0,962017,0,0,One Year,Stayed,56,3313,Marketing Campaigns,2
Female,64,1,0,0,248010,1,8,Month-to-Month,Joined,59,4517,Referal,6
Male,19,1,0,0,7824,1,5,Two Year,Stayed,76,6322,Referal,6
Male,23,1,0,0,833817,1,8,Two Year,Stayed,49,4397,Referal,6
Male,34,1,0,0,152512,1,5,Two Year,Stayed,60,4186,Referal,6
Male,52,0,0,0,945020,0,0,Month-to-Month,Stayed,65,2332,Marketing Campaigns,2
Male,56,0,0,0,17667,0,0,Month-to-Month,Stayed,69,4388,Marketing Campaigns,2
Female,30,0,0,0,694212,0,0,Month-to-Month,Joined,25,5629,Marketing Campaigns,2
Male,34,0,0,0,145620,0,0,Month-to-Month,Stayed,37,3272,Marketing Campaigns,2
Female,19,0,0,0,759626,0,0,Two Year,Stayed,75,4372,Marketing Campaigns,2
Male,26,1,0,0,301423,1,10,Month-to-Month,Stayed,40,4910,Referal,6
Male,60,1,1,2,334725,1,6,Month-to-Month,Stayed,70,4558,Referal,6
Female,45,1,0,0,79294,1,6,Month-to-Month,Stayed,22,4741,Referal,6
Female,23,0,0,0,966110,0,0,Two Year,Stayed,54,5138,Marketing Campaigns,2
Female,53,0,1,1,543311,0,0,Month-to-Month,Stayed,33,5494,Marketing Campaigns,2
Male,61,1,0,0,431211,1,2,Two Year,Stayed,30,5512,Referal,6
Male,21,0,0,0,557520,0,0,Month-to-Month,Stayed,43,5593,Marketing Campaigns,2
Female,40,1,0,0,1149,1,2,Two Year,Stayed,76,5224,Referal,6
Male,51,0,0,0,99441,0,0,Month-to-Month,Stayed,26,2383,Marketing Campaigns,2
Female,47,0,0,0,18531,0,0,Month-to-Month,Stayed,48,2510,Marketing Campaigns,2
Male,22,1,0,0,469712,1,6,One Year,Joined,44,3866,Referal,6
Male,24,1,0,0,843422,0,0,Two Year,Stayed,36,4446,Marketing Campaigns,2
Female,47,0,0,0,49508,0,0,Two Year,Stayed,64,5676,Marketing Campaigns,2
Female,20,1,1,2,678615,1,8,Month-to-Month,Stayed,69,5109,Referal,6
Male,41,0,0,0,275310,0,0,Two Year,Stayed,39,4774,Marketing Campaigns,2
Male,46,0,0,0,662125,0,0,Month-to-Month,Stayed,76,2303,Marketing Campaigns,2
Male,51,1,1,3,121610,1,4,Month-to-Month,Stayed,33,5985,Referal,6
Female,27,1,0,0,75647,1,5,Two Year,Stayed,40,4689,Referal,6
Female,25,1,0,0,117314,1,1,Month-to-Month,Stayed,67,5750,Referal,6
Male,48,1,1,2,75955,0,0,Month-to-Month,Churned,70,3940,Referal,6
Female,19,0,0,0,664726,0,0,One Year,Stayed,45,4983,Marketing Campaigns,2
Male,26,1,0,0,252114,1,9,Two Year,Stayed,48,5025,Referal,6
Female,38,0,0,0,438113,0,0,Two Year,Stayed,40,3286,Marketing Campaigns,2
Female,35,0,0,0,692310,0,0,Month-to-Month,Joined,67,5602,Marketing Campaigns,2
Female,23,1,0,0,401816,1,9,Two Year,Stayed,21,5970,Referal,6
Female,46,0,0,0,16356,0,0,Month-to-Month,Stayed,74,5846,Marketing Campaigns,2
Male,43,1,0,0,642510,1,5,Two Year,Stayed,46,2282,Referal,6
Female,41,0,0,0,84059,0,0,One Year,Stayed,45,4039,Marketing Campaigns,2
Female,35,0,0,0,82249,0,0,Month-to-Month,Stayed,79,4472,Marketing Campaigns,2
Male,28,1,0,0,947712,1,10,Two Year,Stayed,70,5715,Referal,6
Male,47,1,1,2,141018,1,3,Month-to-Month,Stayed,30,3459,Referal,6
Male,24,0,0,0,31153,0,0,Two Year,Stayed,68,5504,Marketing Campaigns,2
Female,19,1,0,0,1399,1,10,Month-to-Month,Joined,29,5361,Referal,6
Male,50,0,0,0,57304,0,0,Two Year,Stayed,36,4601,Marketing Campaigns,2
Female,22,0,0,0,306,0,0,Month-to-Month,Joined,59,5634,Marketing Campaigns,2
Female,41,1,0,0,56846,1,9,Two Year,Stayed,49,5794,Referal,6
Male,37,0,0,0,40137,0,0,Month-to-Month,Joined,38,3678,Marketing Campaigns,2
Female,56,1,0,0,126614,1,6,Two Year,Stayed,32,6264,Referal,6
Male,30,1,0,0,79696,1,2,Two Year,Stayed,34,6312,Referal,6
Female,22,0,0,0,47184,0,0,Month-to-Month,Stayed,44,2534,Marketing Campaigns,2
Male,56,0,0,0,517523,0,0,Month-to-Month,Stayed,75,2444,Marketing Campaigns,2
Male,23,0,0,0,781715,0,0,One Year,Stayed,50,5068,Marketing Campaigns,2
Male,45,0,0,0,872819,0,0,Month-to-Month,Stayed,78,3277,Marketing Campaigns,2
Male,32,1,0,0,313714,1,2,One Year,Stayed,70,3546,Referal,6
Male,63,0,0,0,77064,0,0,Month-to-Month,Stayed,29,2642,Marketing Campaigns,2
Female,24,1,0,0,882318,1,5,Two Year,Stayed,22,4259,Referal,6
Female,59,1,1,3,950519,1,6,Month-to-Month,Joined,65,5651,Referal,6
Female,20,1,0,0,37583,1,7,One Year,Stayed,51,4620,Referal,6
Male,30,1,0,0,56763,1,4,Two Year,Stayed,68,5124,Referal,6
Female,45,1,1,2,75211,1,10,Month-to-Month,Stayed,64,2492,Referal,6
Male,54,1,1,6,2859,1,5,Month-to-Month,Stayed,41,3519,Referal,6
Male,48,0,0,0,51253,0,0,One Year,Stayed,80,6406,Marketing Campaigns,2
Male,40,1,0,0,499212,1,5,Two Year,Stayed,64,6259,Referal,6
Female,59,1,0,0,220215,1,5,Month-to-Month,Stayed,73,3012,Referal,6
Female,54,1,0,0,8102,1,4,One Year,Stayed,77,2506,Referal,6
Male,53,0,0,0,22912,0,0,Two Year,Stayed,32,4262,Marketing Campaigns,2
Female,46,1,0,0,713126,1,1,Two Year,Stayed,37,5790,Referal,6
Male,60,0,0,0,344226,0,0,One Year,Stayed,53,5355,Marketing Campaigns,2
Female,44,1,0,0,57263,1,8,Two Year,Stayed,65,3260,Referal,6
Female,22,0,0,0,98715,0,0,Two Year,Stayed,40,4263,Marketing Campaigns,2
Female,25,0,0,0,42577,0,0,Month-to-Month,Stayed,72,2270,Marketing Campaigns,2
Male,38,1,0,0,517323,1,2,Month-to-Month,Joined,56,4369,Referal,6
Male,24,0,0,0,204015,0,0,One Year,Stayed,68,4850,Marketing Campaigns,2
Female,47,1,1,7,628626,1,6,Month-to-Month,Stayed,35,3235,Referal,6
Female,21,1,1,3,380724,1,4,Month-to-Month,Joined,33,2358,Referal,6
Male,39,1,0,0,88591,1,7,Two Year,Stayed,30,3970,Referal,6
Female,61,1,0,0,31741,1,1,Two Year,Stayed,41,4699,Referal,6
Female,45,1,0,0,992616,1,5,Two Year,Stayed,34,5120,Referal,6
Male,63,0,0,0,73824,0,0,Month-to-Month,Stayed,44,2110,Marketing Campaigns,2
Male,29,1,0,0,279814,1,10,Two Year,Stayed,58,4111,Referal,6
Female,55,1,0,0,809820,1,9,Two Year,Stayed,53,3052,Referal,6
Male,23,1,0,0,35517,0,0,One Year,Stayed,33,4697,Marketing Campaigns,2
Female,23,0,0,0,319614,0,0,Month-to-Month,Stayed,23,4874,Marketing Campaigns,2
Female,37,1,1,3,369,1,10,One Year,Stayed,65,5892,Referal,6
Male,30,1,0,0,41785,1,9,Two Year,Stayed,48,4867,Referal,6
Female,41,1,0,0,422020,1,3,Month-to-Month,Stayed,35,5632,Referal,6
Male,62,1,0,0,531825,1,1,Two Year,Stayed,63,3716,Referal,6
Male,37,0,0,0,797520,0,0,One Year,Stayed,29,5029,Marketing Campaigns,2
Male,38,0,0,0,29517,0,0,Month-to-Month,Stayed,42,3099,Marketing Campaigns,2
Female,55,0,0,0,43352,0,0,Two Year,Stayed,34,6201,Marketing Campaigns,2
Female,47,1,1,1,914610,1,1,Month-to-Month,Stayed,65,2080,Referal,6
Male,35,1,1,3,53379,1,2,Month-to-Month,Stayed,49,5569,Referal,6
Male,44,1,1,1,965022,1,9,Two Year,Stayed,73,3772,Referal,6
Female,46,1,0,0,34875,1,7,One Year,Stayed,43,6325,Referal,6
Female,33,1,1,2,267220,1,3,Month-to-Month,Stayed,31,3746,Referal,6
Male,47,1,0,0,818423,0,0,One Year,Stayed,56,5327,Marketing Campaigns,2
Male,27,0,0,0,609217,0,0,Month-to-Month,Stayed,53,4830,Marketing Campaigns,2
Male,36,0,0,0,462512,0,0,Two Year,Stayed,55,2404,Marketing Campaigns,2
Female,44,1,0,0,3922,1,7,Two Year,Stayed,70,5678,Referal,6
Female,59,0,0,0,654914,0,0,Month-to-Month,Stayed,38,2444,Marketing Campaigns,2
Female,23,1,0,0,42215,1,7,One Year,Stayed,22,3009,Referal,6
Female,57,0,0,0,69168,0,0,Two Year,Stayed,75,5434,Marketing Campaigns,2
Female,54,1,0,0,23165,1,7,One Year,Stayed,74,3882,Referal,6
Male,55,1,0,0,977815,1,8,Two Year,Stayed,44,5883,Referal,6
Female,23,1,0,0,740815,1,3,Two Year,Stayed,66,5762,Referal,6
Female,57,1,1,2,600720,1,9,Two Year,Stayed,39,5841,Referal,6
Male,63,0,0,0,225214,0,0,Two Year,Stayed,69,4322,Marketing Campaigns,2
Male,50,0,0,0,87139,0,0,Month-to-Month,Joined,57,5983,Marketing Campaigns,2
Female,63,0,0,0,790520,0,0,Month-to-Month,Stayed,35,4771,Marketing Campaigns,2
Female,32,0,0,0,769516,0,0,Two Year,Stayed,68,4201,Marketing Campaigns,2
Male,22,0,0,0,837421,0,0,Two Year,Stayed,33,5965,Marketing Campaigns,2
Female,59,1,0,0,32244,1,10,One Year,Stayed,53,4488,Referal,6
Male,52,1,0,0,527516,1,9,Two Year,Stayed,72,4036,Referal,6
Male,63,0,0,0,479521,0,0,One Year,Stayed,77,5823,Marketing Campaigns,2
Male,53,1,1,1,97779,1,2,Two Year,Stayed,42,6249,Referal,6
Male,61,1,0,0,97913,1,6,Two Year,Stayed,54,4987,Referal,6
Female,44,0,0,0,27329,0,0,Month-to-Month,Stayed,53,5263,Marketing Campaigns,2
Male,44,0,1,1,32324,0,0,Two Year,Joined,77,4315,Marketing Campaigns,2
